session,block,trial,block_type,stim_id,stim_cond,stim_cond_source,stim_ang,stim_eccen,stim_xpos,stim_ypos,stim_onset,stim_dur,isi
1,1,1.0,study,sheep,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,0.0,2.0,4.0
1,1,2.0,study,papertowel,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,6.0,2.0,5.0
1,1,3.0,study,acousticguitar02,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,13.0,2.0,4.0
1,1,4.0,study,barnowl,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,19.0,2.0,5.0
1,1,5.0,study,frenchhorn,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,26.0,2.0,4.0
1,1,6.0,study,lightswitch01,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,32.0,2.0,5.0
1,1,7.0,study,measuringtape01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,39.0,2.0,4.0
1,1,8.0,study,nosmokingsign,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,45.0,2.0,6.0
1,1,9.0,study,masquerademask01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,53.0,2.0,7.0
1,1,10.0,study,cedarwaxwing,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,62.0,2.0,7.0
1,1,11.0,study,chain01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,71.0,2.0,4.0
1,1,12.0,study,microwave,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,77.0,2.0,4.0
1,1,13.0,study,pen04b,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,83.0,2.0,4.0
1,1,14.0,study,doormat,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,89.0,2.0,6.0
1,1,15.0,study,syringe01,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,97.0,2.0,4.0
1,1,16.0,study,handcuffs,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,103.0,2.0,4.0
1,1,17.0,study,screw02,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,109.0,2.0,4.0
1,1,18.0,study,chimney,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,115.0,2.0,6.0
1,1,19.0,study,thimble,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,123.0,2.0,4.0
1,1,20.0,study,gps,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,129.0,2.0,5.0
1,1,21.0,study,squeegee01b,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,136.0,2.0,4.0
1,1,22.0,study,grape01,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,142.0,2.0,4.0
1,1,23.0,study,tissuebox01b,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,148.0,2.0,5.0
1,1,24.0,study,dandelion,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,155.0,2.0,5.0
1,2,1.0,recog,sunglasses04,new,,,2.0,,,0.0,2.0,7.0
1,2,2.0,recog,measuringtape01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,9.0,2.0,4.0
1,2,3.0,recog,acousticguitar02,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,15.0,2.0,7.0
1,2,4.0,recog,rockingchair,new,,,2.0,,,24.0,2.0,5.0
1,2,5.0,recog,noparkingsign,new,,,2.0,,,31.0,2.0,7.0
1,2,6.0,recog,barnowl,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,40.0,2.0,6.0
1,2,7.0,recog,softcheese,new,,,2.0,,,48.0,2.0,4.0
1,2,8.0,recog,microwave,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,54.0,2.0,4.0
1,2,9.0,recog,golfball,new,,,2.0,,,60.0,2.0,4.0
1,2,10.0,recog,screw02,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,66.0,2.0,5.0
1,2,11.0,recog,pacifier02d,new,,,2.0,,,73.0,2.0,4.0
1,2,12.0,recog,syringe01,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,79.0,2.0,4.0
1,2,13.0,recog,oneholepunch,new,,,2.0,,,85.0,2.0,4.0
1,2,14.0,recog,cracker02,new,,,2.0,,,91.0,2.0,5.0
1,2,15.0,recog,frenchhorn,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,98.0,2.0,4.0
1,2,16.0,recog,computermouse06,new,,,2.0,,,104.0,2.0,4.0
1,2,17.0,recog,chimney,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,110.0,2.0,5.0
1,2,18.0,recog,doormat,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,117.0,2.0,5.0
1,2,19.0,recog,trampoline,new,,,2.0,,,124.0,2.0,4.0
1,2,20.0,recog,tissuebox01b,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,130.0,2.0,6.0
1,2,21.0,recog,handcuffs,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,138.0,2.0,6.0
1,2,22.0,recog,football,new,,,2.0,,,146.0,2.0,5.0
1,2,23.0,recog,cedarwaxwing,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,153.0,2.0,4.0
1,2,24.0,recog,chain01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,159.0,2.0,5.0
