session,block,trial,block_type,stim_id,stim_cond,stim_cond_source,stim_ang,stim_eccen,stim_xpos,stim_ypos,stim_onset,stim_dur,isi
2,1,1.0,study,car,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,0.0,2.0,4.0
2,1,2.0,study,chameleon,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,6.0,2.0,5.0
2,1,3.0,study,cow,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,13.0,2.0,5.0
2,1,4.0,study,jug,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,20.0,2.0,5.0
2,1,5.0,study,chimney,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,27.0,2.0,4.0
2,1,6.0,study,doghouse,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,33.0,2.0,5.0
2,1,7.0,study,manholecover,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,40.0,2.0,4.0
2,1,8.0,study,panda,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,46.0,2.0,4.0
2,1,9.0,study,loppingshears,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,52.0,2.0,4.0
2,1,10.0,study,gamepiece,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,58.0,2.0,5.0
2,1,11.0,study,nametag01a,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,65.0,2.0,7.0
2,1,12.0,study,rhinoceros02,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,74.0,2.0,7.0
2,1,13.0,study,telephone01b,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,83.0,2.0,4.0
2,1,14.0,study,coffeemaker,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,89.0,2.0,4.0
2,1,15.0,study,apple07,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,95.0,2.0,4.0
2,1,16.0,study,hand01b,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,101.0,2.0,4.0
