session,block,trial,block_type,stim_id,stim_cond,stim_cond_source,stim_ang,stim_eccen,stim_xpos,stim_ypos,stim_onset,stim_dur,isi
1,1,1.0,study,barbecuelighter,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,0.0,2.0,4.0
1,1,2.0,study,birdhouse,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,6.0,2.0,5.0
1,1,3.0,study,monitor,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,13.0,2.0,4.0
1,1,4.0,study,cigarette,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,19.0,2.0,6.0
1,1,5.0,study,peanut01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,27.0,2.0,5.0
1,1,6.0,study,pouch01b,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,34.0,2.0,4.0
1,1,7.0,study,dreamcatcher,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,40.0,2.0,4.0
1,1,8.0,study,giraffe,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,46.0,2.0,4.0
1,1,9.0,study,pecan01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,52.0,2.0,4.0
1,1,10.0,study,carsidemirror01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,58.0,2.0,4.0
1,1,11.0,study,microscope,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,64.0,2.0,4.0
1,1,12.0,study,phonebooth,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,70.0,2.0,5.0
1,1,13.0,study,tabascosauce,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,77.0,2.0,7.0
1,1,14.0,study,portapotty,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,86.0,2.0,6.0
1,1,15.0,study,keyboard,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,94.0,2.0,4.0
1,1,16.0,study,makiroll,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,100.0,2.0,5.0
1,1,17.0,study,licenseplate,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,107.0,2.0,7.0
1,1,18.0,study,apple07,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,116.0,2.0,4.0
1,1,19.0,study,stackingring01a,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,122.0,2.0,4.0
1,1,20.0,study,headphones02b,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,128.0,2.0,5.0
1,1,21.0,study,windmill,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,135.0,2.0,4.0
1,1,22.0,study,studiolight,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,141.0,2.0,4.0
1,1,23.0,study,glassmop,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,147.0,2.0,5.0
1,1,24.0,study,candleholder01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,154.0,2.0,6.0
1,2,1.0,recog,cartonofeggs,new,,,2.0,,,0.0,2.0,4.0
