session,block,trial,block_type,stim_id,stim_cond,stim_cond_source,stim_ang,stim_eccen,stim_xpos,stim_ypos,stim_onset,stim_dur,isi,made_resp,key,rt,resp,acc,stim_timestamp
1,4,1.0,study,nametag01a,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,0.0,2.0,6.0,True,1,1.651040724998893,smaller,,0.03435615200032771
1,4,2.0,study,pickaxe02,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,8.0,2.0,4.0,True,2,1.138544446999731,larger,,7.986276281000755
1,4,3.0,study,electricmixer,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,14.0,2.0,4.0,True,2,0.9850889760000427,larger,,13.986326632999408
1,4,4.0,study,peeler01,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,20.0,2.0,7.0,True,1,2.2567125759996998,smaller,,19.986479864001012
1,4,5.0,study,broccoli01a,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,29.0,2.0,4.0,True,1,1.8188105759982136,smaller,,28.986216589000833
1,4,6.0,study,discoball,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,35.0,2.0,4.0,True,2,1.719077092999214,larger,,34.986287523999636
1,4,7.0,study,drinkshaker,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,41.0,2.0,5.0,True,1,1.3608000019994506,smaller,,40.986193135000576
1,4,8.0,study,jackrabbit,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,48.0,2.0,4.0,True,1,1.9985799559999577,smaller,,47.98612164900078
1,4,9.0,study,redfox,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,54.0,2.0,6.0,True,2,1.736130597999363,larger,,53.98616893399958
1,4,10.0,study,jumpercables,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,62.0,2.0,4.0,True,2,2.0028970780003874,larger,,61.98610946400004
1,4,11.0,study,dishsoap,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,68.0,2.0,4.0,True,1,1.7759495049995166,smaller,,67.9862003649996
1,4,12.0,study,hairdryer02a,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,74.0,2.0,5.0,True,1,1.8879912289994536,smaller,,73.98623075199976
1,4,13.0,study,diploma02,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,81.0,2.0,4.0,True,1,1.368489744998442,smaller,,80.98629841299953
1,4,14.0,study,bison,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,87.0,2.0,5.0,True,2,1.211016451999967,larger,,86.9861888659998
1,4,15.0,study,rose,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,94.0,2.0,5.0,True,1,1.7141230129982432,smaller,,93.98677593499997
1,4,16.0,study,cannon,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,101.0,2.0,4.0,True,2,1.5469002710015047,larger,,100.98585948599975
1,4,17.0,study,hammerheadshark,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,107.0,2.0,5.0,True,2,1.964301322999745,larger,,106.98676470899954
1,4,18.0,study,chessknight03a,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,114.0,2.0,6.0,True,1,1.5632670180002606,smaller,,113.98697308800001
1,4,19.0,study,gps,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,122.0,2.0,4.0,True,1,2.0397499139999127,smaller,,121.98583992400017
1,4,20.0,study,coffeemaker,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,128.0,2.0,4.0,True,2,1.4236573590005719,larger,,127.98680835999949
1,4,21.0,study,table01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,134.0,2.0,4.0,True,2,1.5193287800011603,larger,,133.98677208899971
1,4,22.0,study,cheetah,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,140.0,2.0,7.0,True,2,1.2503345170007378,larger,,139.98679734399957
1,4,23.0,study,belltower01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,149.0,2.0,4.0,True,2,1.4483464989989443,larger,,148.9869960470005
1,4,24.0,study,garlic01a,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,155.0,2.0,5.0,True,1,1.3449836390009295,smaller,,154.9867742940005
