session,block,trial,block_type,stim_id,stim_cond,stim_cond_source,stim_ang,stim_eccen,stim_xpos,stim_ypos,stim_onset,stim_dur,isi
2,1,1.0,study,thimble,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,0.0,2.0,4.0
2,1,2.0,study,licenseplate,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,6.0,2.0,4.0
2,1,3.0,study,cigarette,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,12.0,2.0,7.0
2,1,4.0,study,headphones02b,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,21.0,2.0,4.0
2,1,5.0,study,remotecontrol04,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,27.0,2.0,4.0
2,1,6.0,study,knee,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,33.0,2.0,5.0
2,1,7.0,study,record,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,40.0,2.0,6.0
2,1,8.0,study,parrot01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,48.0,2.0,5.0
2,1,9.0,study,cherrypicker,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,55.0,2.0,5.0
2,1,10.0,study,skateboard,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,62.0,2.0,4.0
2,1,11.0,study,outletadapter01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,68.0,2.0,6.0
2,1,12.0,study,diploma01,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,76.0,2.0,5.0
2,1,13.0,study,football,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,83.0,2.0,5.0
2,1,14.0,study,toiletbrush,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,90.0,2.0,6.0
2,1,15.0,study,manshoe,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,98.0,2.0,7.0
2,1,16.0,study,sheep,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,107.0,2.0,4.0
2,1,17.0,study,beachumbrella01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,113.0,2.0,4.0
2,1,18.0,study,scissorlift,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,119.0,2.0,5.0
2,1,19.0,study,toynutcracker,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,126.0,2.0,4.0
2,1,20.0,study,pugdog,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,132.0,2.0,4.0
2,1,21.0,study,baseballglove,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,138.0,2.0,4.0
2,1,22.0,study,bed,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,144.0,2.0,4.0
2,1,23.0,study,carrot01,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,150.0,2.0,4.0
2,1,24.0,study,smokedetector02,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,156.0,2.0,4.0
2,2,1.0,recog,outletadapter01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,0.0,2.0,5.0
2,2,2.0,recog,smokedetector02,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,7.0,2.0,6.0
2,2,3.0,recog,medal02b,new,,,2.0,,,15.0,2.0,5.0
2,2,4.0,recog,tricycle,new,,,2.0,,,22.0,2.0,5.0
2,2,5.0,recog,knee,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,29.0,2.0,4.0
2,2,6.0,recog,ethernetcable02,new,,,2.0,,,35.0,2.0,4.0
2,2,7.0,recog,squeegee01b,new,,,2.0,,,41.0,2.0,4.0
2,2,8.0,recog,walkman,new,,,2.0,,,47.0,2.0,4.0
2,2,9.0,recog,macaque,new,,,2.0,,,53.0,2.0,4.0
2,2,10.0,recog,diploma01,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,59.0,2.0,4.0
2,2,11.0,recog,manshoe,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,65.0,2.0,6.0
2,2,12.0,recog,scissorlift,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,73.0,2.0,4.0
2,2,13.0,recog,horse,new,,,2.0,,,79.0,2.0,4.0
2,2,14.0,recog,pugdog,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,85.0,2.0,5.0
2,2,15.0,recog,sheep,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,92.0,2.0,7.0
2,2,16.0,recog,beachumbrella01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,101.0,2.0,5.0
2,2,17.0,recog,football,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,108.0,2.0,4.0
2,2,18.0,recog,toiletbrush,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,114.0,2.0,5.0
2,2,19.0,recog,printer02,new,,,2.0,,,121.0,2.0,7.0
2,2,20.0,recog,grater01a,new,,,2.0,,,130.0,2.0,5.0
2,2,21.0,recog,blender,new,,,2.0,,,137.0,2.0,4.0
2,2,22.0,recog,cherrypicker,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,143.0,2.0,4.0
2,2,23.0,recog,toynutcracker,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,149.0,2.0,4.0
2,2,24.0,recog,policetape,new,,,2.0,,,155.0,2.0,4.0
2,2,25.0,recog,tortillachip,new,,,2.0,,,161.0,2.0,4.0
2,2,26.0,recog,skateboard,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,167.0,2.0,5.0
2,2,27.0,recog,licenseplate,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,174.0,2.0,4.0
2,2,28.0,recog,parrot01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,180.0,2.0,5.0
2,2,29.0,recog,coffeemaker,new,,,2.0,,,187.0,2.0,4.0
2,2,30.0,recog,lime,new,,,2.0,,,193.0,2.0,7.0
2,2,31.0,recog,petcarrier,new,,,2.0,,,202.0,2.0,6.0
2,2,32.0,recog,grandpiano,new,,,2.0,,,210.0,2.0,4.0
2,2,33.0,recog,chainsaw,new,,,2.0,,,216.0,2.0,4.0
2,2,34.0,recog,dartboard,new,,,2.0,,,222.0,2.0,4.0
2,2,35.0,recog,gluetube,new,,,2.0,,,228.0,2.0,6.0
2,2,36.0,recog,record,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,236.0,2.0,4.0
2,2,37.0,recog,thimble,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,242.0,2.0,4.0
2,2,38.0,recog,remotecontrol04,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,248.0,2.0,4.0
2,2,39.0,recog,christmastree,new,,,2.0,,,254.0,2.0,5.0
2,2,40.0,recog,headphones02b,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,261.0,2.0,5.0
2,2,41.0,recog,bed,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,268.0,2.0,6.0
2,2,42.0,recog,cigarette,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,276.0,2.0,4.0
2,2,43.0,recog,pillbottle,new,,,2.0,,,282.0,2.0,5.0
2,2,44.0,recog,carrot01,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,289.0,2.0,4.0
2,2,45.0,recog,carsidemirror01,new,,,2.0,,,295.0,2.0,4.0
2,2,46.0,recog,speedball,new,,,2.0,,,301.0,2.0,4.0
2,2,47.0,recog,castle,new,,,2.0,,,307.0,2.0,4.0
2,2,48.0,recog,baseballglove,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,313.0,2.0,6.0
2,3,1.0,loc,sheep,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,0.0,2.0,4.0
2,3,2.0,loc,knee,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,6.0,2.0,4.0
2,3,3.0,loc,outletadapter01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,12.0,2.0,7.0
2,3,4.0,loc,beachumbrella01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,21.0,2.0,4.0
2,3,5.0,loc,toynutcracker,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,27.0,2.0,7.0
2,3,6.0,loc,manshoe,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,36.0,2.0,5.0
2,3,7.0,loc,toiletbrush,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,43.0,2.0,4.0
2,3,8.0,loc,thimble,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,49.0,2.0,4.0
2,3,9.0,loc,record,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,55.0,2.0,5.0
2,3,10.0,loc,headphones02b,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,62.0,2.0,6.0
2,3,11.0,loc,skateboard,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,70.0,2.0,5.0
2,3,12.0,loc,cherrypicker,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,77.0,2.0,6.0
2,3,13.0,loc,cigarette,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,85.0,2.0,6.0
2,3,14.0,loc,bed,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,93.0,2.0,4.0
2,3,15.0,loc,baseballglove,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,99.0,2.0,4.0
2,3,16.0,loc,remotecontrol04,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,105.0,2.0,4.0
2,3,17.0,loc,scissorlift,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,111.0,2.0,4.0
2,3,18.0,loc,football,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,117.0,2.0,4.0
2,3,19.0,loc,parrot01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,123.0,2.0,4.0
