session,block,trial,block_type,stim_id,stim_cond,stim_cond_source,stim_ang,stim_eccen,stim_xpos,stim_ypos,stim_onset,stim_dur,isi,made_resp,key,rt,resp,acc,stim_timestamp
1,12,1.0,loc,fanblades,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,0.0,2.0,5.0,True,4,1.4541495909998048,4.0,1,0.0018691289997150307
1,12,2.0,loc,strawberry,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,7.0,2.0,4.0,True,1,1.31410813399998,1.0,1,6.986295816000165
1,12,3.0,loc,faucet,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,13.0,2.0,4.0,True,3,2.1596840919992246,3.0,1,12.986285359000249
1,12,4.0,loc,makeupbrush04,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,19.0,2.0,5.0,True,1,1.6276210920004814,1.0,1,18.986684327999683
1,12,5.0,loc,highlighter02b,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,26.0,2.0,5.0,True,2,1.1585630489998948,2.0,1,25.986230454999713
1,12,6.0,loc,kettle01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,33.0,2.0,5.0,True,1,0.9913414230004491,1.0,1,32.98630134300038
1,12,7.0,loc,violin,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,40.0,2.0,6.0,True,3,1.2440771609999501,3.0,1,39.98630180100008
1,12,8.0,loc,storagebin,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,48.0,2.0,4.0,True,1,0.9314581449998514,1.0,1,47.986394649999966
1,12,9.0,loc,pouch01b,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,54.0,2.0,4.0,True,2,1.3010355910000726,2.0,1,53.98754094299966
1,12,10.0,loc,puttyknife,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,60.0,2.0,4.0,True,3,0.9726675849997264,3.0,1,59.98743150900009
1,12,11.0,loc,screw02,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,66.0,2.0,7.0,True,1,1.1077107390001402,1.0,1,65.98726051700032
1,12,12.0,loc,monitor,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,75.0,2.0,5.0,True,2,0.9859476379997432,2.0,1,74.98708438799986
1,12,13.0,loc,toysoldier01b,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,82.0,2.0,4.0,True,4,1.5315767669999332,4.0,1,81.98713116399995
1,12,14.0,loc,giraffe,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,88.0,2.0,4.0,True,4,1.943990118000329,4.0,1,87.98724796900024
1,12,15.0,loc,kalashnikov,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,94.0,2.0,4.0,True,4,1.1166922960001102,4.0,1,93.98730959299974
1,12,16.0,loc,dishsoap,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,100.0,2.0,4.0,True,4,1.0280820610005321,4.0,1,99.98735766000027
1,12,17.0,loc,jeans01,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,106.0,2.0,7.0,True,2,1.1966007909995824,2.0,1,105.98666159300046
1,12,18.0,loc,hardhat02,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,115.0,2.0,6.0,True,2,1.2732719879995784,2.0,1,114.9872120959999
1,12,19.0,loc,jarofcapers,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,123.0,2.0,4.0,True,3,1.0343048150007235,3.0,1,122.98735245199987
1,12,20.0,loc,pooltable,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,129.0,2.0,4.0,True,3,0.8652178379998077,3.0,0,128.98717788500016
1,12,21.0,loc,dandelion,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,135.0,2.0,4.0,True,4,1.6001022580003337,4.0,1,134.9871597450001
1,12,22.0,loc,highheelshoe01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,141.0,2.0,6.0,True,1,1.5855812539994076,1.0,1,140.98736063399974
1,12,23.0,loc,chipmunk,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,149.0,2.0,5.0,True,1,1.0849650380005187,1.0,1,148.9873643760002
1,12,24.0,loc,cannon,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,156.0,2.0,4.0,True,2,1.380734396000662,2.0,1,155.98672609500045
