session,block,trial,block_type,stim_id,stim_cond,stim_cond_source,stim_ang,stim_eccen,stim_xpos,stim_ypos,stim_onset,stim_dur,isi,made_resp,key,rt,resp,acc,stim_timestamp
1,9,1.0,loc,cheetah,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,0.0,2.0,4.0,True,3,2.0310348170005454,3.0,0.0,0.0019095539992122212
1,9,2.0,loc,fryingpan02a,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,6.0,2.0,4.0,True,2,1.8046729670004424,2.0,0.0,5.986354083999686
1,9,3.0,loc,toytank,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,12.0,2.0,6.0,True,1,1.309640720999596,1.0,1.0,11.98629518999951
1,9,4.0,loc,teapot,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,20.0,2.0,4.0,True,1,2.051499519999197,1.0,0.0,19.986483426000632
1,9,5.0,loc,champagne,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,26.0,2.0,5.0,True,3,1.5600517000002583,3.0,1.0,25.98644213300031
1,9,6.0,loc,lightswitch01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,33.0,2.0,7.0,True,4,2.512655172999075,4.0,0.0,32.98629643499953
1,9,7.0,loc,moose,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,42.0,2.0,5.0,True,1,2.025019186999998,1.0,0.0,41.986248618999525
1,9,8.0,loc,marker01a,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,49.0,2.0,5.0,True,3,1.8280284109987406,3.0,1.0,48.98628201899919
1,9,9.0,loc,hubcap,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,56.0,2.0,4.0,True,3,2.6048006410001108,3.0,1.0,55.98699074999968
1,9,10.0,loc,turkey,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,62.0,2.0,4.0,False,,,,,61.98693775799984
1,9,11.0,loc,addressplate,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,68.0,2.0,5.0,True,2,2.561664747998293,2.0,1.0,67.9871484310006
1,9,12.0,loc,measuringspoon,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,75.0,2.0,6.0,True,3,1.6112527109999064,3.0,0.0,74.98728146400026
1,9,13.0,loc,bowl01,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,83.0,2.0,6.0,True,4,2.832440647000112,4.0,1.0,82.987042105
1,9,14.0,loc,sheep,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,91.0,2.0,4.0,True,4,1.5973909669992281,4.0,1.0,90.98708701299984
1,9,15.0,loc,knife03,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,97.0,2.0,7.0,True,3,2.834187357999326,3.0,0.0,96.98705606899966
1,9,16.0,loc,toothpastetube,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,106.0,2.0,4.0,True,2,3.185654691998934,2.0,0.0,105.98694703699948
1,9,17.0,loc,football,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,112.0,2.0,4.0,True,1,1.2029312790000404,1.0,1.0,111.98694675200022
1,9,18.0,loc,bicycle,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,118.0,2.0,4.0,True,3,2.465974049000579,3.0,1.0,117.98705460199926
1,9,19.0,loc,frenchhorn,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,124.0,2.0,4.0,True,1,3.4451661589992,1.0,1.0,123.98712407499988
1,9,20.0,loc,thread02,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,130.0,2.0,4.0,True,4,1.61232814899995,4.0,1.0,129.98728563000077
1,9,21.0,loc,fridge,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,136.0,2.0,4.0,True,2,1.8361444389993267,2.0,1.0,135.98611558800076
1,9,22.0,loc,lemon02,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,142.0,2.0,4.0,True,4,1.8330325420010922,4.0,1.0,141.98703919400032
1,9,23.0,loc,christmasball,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,148.0,2.0,5.0,True,1,2.357822603000386,1.0,1.0,147.98704533300042
1,9,24.0,loc,barnowl,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,155.0,2.0,5.0,True,2,2.6457720159996825,2.0,0.0,154.98708794999948
