session,block,trial,block_type,stim_id,stim_cond,stim_cond_source,stim_ang,stim_eccen,stim_xpos,stim_ypos,stim_onset,stim_dur,isi
1,1,1.0,study,gorilla,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,0.0,2.0,7.0
1,1,2.0,study,nintendods,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,9.0,2.0,4.0
1,1,3.0,study,microscope,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,15.0,2.0,6.0
1,1,4.0,study,tankertruck,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,23.0,2.0,4.0
1,1,5.0,study,keyhole,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,29.0,2.0,4.0
1,1,6.0,study,papertowel,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,35.0,2.0,6.0
1,1,7.0,study,footballhelmet,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,43.0,2.0,5.0
1,1,8.0,study,cinderblock,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,50.0,2.0,5.0
1,1,9.0,study,dice05a,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,57.0,2.0,4.0
1,1,10.0,study,castle,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,63.0,2.0,4.0
1,1,11.0,study,calculator01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,69.0,2.0,4.0
1,1,12.0,study,exercisemachine,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,75.0,2.0,4.0
1,1,13.0,study,handbrush02,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,81.0,2.0,4.0
1,1,14.0,study,laptop01a,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,87.0,2.0,5.0
1,1,15.0,study,mushroom01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,94.0,2.0,4.0
1,1,16.0,study,flask,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,100.0,2.0,5.0
1,1,17.0,study,lunchbox,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,107.0,2.0,5.0
1,1,18.0,study,chessboard,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,114.0,2.0,5.0
1,1,19.0,study,popcorn,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,121.0,2.0,4.0
1,1,20.0,study,accordion01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,127.0,2.0,4.0
1,1,21.0,study,walkietalkie,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,133.0,2.0,7.0
1,1,22.0,study,gift01,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,142.0,2.0,6.0
1,1,23.0,study,grape01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,150.0,2.0,4.0
1,1,24.0,study,cd,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,156.0,2.0,4.0
1,2,1.0,recog,noparkingsign,new,,,2.0,,,0.0,2.0,5.0
1,2,2.0,recog,laptop01a,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,7.0,2.0,5.0
1,2,3.0,recog,casabamelon,new,,,2.0,,,14.0,2.0,4.0
1,2,4.0,recog,sportsjersey,new,,,2.0,,,20.0,2.0,5.0
1,2,5.0,recog,handbrush02,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,27.0,2.0,6.0
1,2,6.0,recog,kidbicycle,new,,,2.0,,,35.0,2.0,4.0
1,2,7.0,recog,drinkshaker,new,,,2.0,,,41.0,2.0,4.0
1,2,8.0,recog,eye,new,,,2.0,,,47.0,2.0,4.0
1,2,9.0,recog,papertowel,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,53.0,2.0,5.0
1,2,10.0,recog,mushroom01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,60.0,2.0,4.0
1,2,11.0,recog,travelmug,new,,,2.0,,,66.0,2.0,4.0
1,2,12.0,recog,dice05a,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,72.0,2.0,4.0
1,2,13.0,recog,softcheese,new,,,2.0,,,78.0,2.0,4.0
1,2,14.0,recog,apricot,new,,,2.0,,,84.0,2.0,6.0
1,2,15.0,recog,stackingring01a,new,,,2.0,,,92.0,2.0,4.0
1,2,16.0,recog,outletadapter01,new,,,2.0,,,98.0,2.0,4.0
1,2,17.0,recog,dustpan,new,,,2.0,,,104.0,2.0,7.0
1,2,18.0,recog,rockingchair,new,,,2.0,,,113.0,2.0,4.0
1,2,19.0,recog,thimble,new,,,2.0,,,119.0,2.0,4.0
1,2,20.0,recog,accordion01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,125.0,2.0,4.0
1,2,21.0,recog,jumpercables,new,,,2.0,,,131.0,2.0,5.0
1,2,22.0,recog,greywolf,new,,,2.0,,,138.0,2.0,7.0
1,2,23.0,recog,violin,new,,,2.0,,,147.0,2.0,4.0
1,2,24.0,recog,popcorn,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,153.0,2.0,5.0
1,2,25.0,recog,nintendods,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,160.0,2.0,5.0
1,2,26.0,recog,graduationcap,new,,,2.0,,,167.0,2.0,4.0
1,2,27.0,recog,chessboard,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,173.0,2.0,5.0
1,2,28.0,recog,microscope,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,180.0,2.0,4.0
1,2,29.0,recog,tankertruck,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,186.0,2.0,4.0
1,2,30.0,recog,lunchbox,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,192.0,2.0,4.0
1,2,31.0,recog,sheriffhat,new,,,2.0,,,198.0,2.0,4.0
1,2,32.0,recog,gorilla,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,204.0,2.0,6.0
1,2,33.0,recog,cinderblock,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,212.0,2.0,4.0
1,2,34.0,recog,grape01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,218.0,2.0,4.0
1,2,35.0,recog,cd,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,224.0,2.0,4.0
1,2,36.0,recog,cracker02,new,,,2.0,,,230.0,2.0,4.0
1,2,37.0,recog,walkietalkie,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,236.0,2.0,4.0
1,2,38.0,recog,footballhelmet,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,242.0,2.0,4.0
1,2,39.0,recog,calculator01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,248.0,2.0,4.0
1,2,40.0,recog,exercisemachine,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,254.0,2.0,5.0
1,2,41.0,recog,pacifier02d,new,,,2.0,,,261.0,2.0,4.0
1,2,42.0,recog,flask,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,267.0,2.0,5.0
1,2,43.0,recog,keyhole,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,274.0,2.0,6.0
1,2,44.0,recog,ear,new,,,2.0,,,282.0,2.0,5.0
1,2,45.0,recog,cartonofeggs,new,,,2.0,,,289.0,2.0,6.0
1,2,46.0,recog,dalmatian,new,,,2.0,,,297.0,2.0,7.0
1,2,47.0,recog,castle,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,306.0,2.0,6.0
1,2,48.0,recog,gift01,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,314.0,2.0,5.0
1,3,1.0,loc,cd,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,0.0,2.0,4.0
1,3,2.0,loc,nintendods,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,6.0,2.0,4.0
1,3,3.0,loc,microscope,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,12.0,2.0,7.0
1,3,4.0,loc,grape01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,21.0,2.0,4.0
1,3,5.0,loc,castle,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,27.0,2.0,5.0
1,3,6.0,loc,calculator01,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,34.0,2.0,4.0
1,3,7.0,loc,accordion01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,40.0,2.0,4.0
1,3,8.0,loc,gift01,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,46.0,2.0,4.0
1,3,9.0,loc,dice05a,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,52.0,2.0,4.0
1,3,10.0,loc,footballhelmet,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,58.0,2.0,5.0
1,3,11.0,loc,mushroom01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,65.0,2.0,7.0
1,3,12.0,loc,papertowel,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,74.0,2.0,4.0
1,3,13.0,loc,flask,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,80.0,2.0,5.0
1,3,14.0,loc,cinderblock,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,87.0,2.0,5.0
1,3,15.0,loc,exercisemachine,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,94.0,2.0,4.0
1,3,16.0,loc,handbrush02,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,100.0,2.0,6.0
1,3,17.0,loc,popcorn,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,108.0,2.0,6.0
1,3,18.0,loc,tankertruck,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,116.0,2.0,5.0
1,3,19.0,loc,chessboard,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,123.0,2.0,4.0
1,3,20.0,loc,gorilla,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,129.0,2.0,5.0
1,3,21.0,loc,laptop01a,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,136.0,2.0,4.0
1,3,22.0,loc,keyhole,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,142.0,2.0,6.0
1,3,23.0,loc,lunchbox,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,150.0,2.0,4.0
