session,block,trial,block_type,stim_id,stim_cond,stim_cond_source,stim_ang,stim_eccen,stim_xpos,stim_ypos,stim_onset,stim_dur,isi,made_resp,key,rt,resp,acc,stim_timestamp
1,7,1.0,study,giftbag01a,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,0.0,2.0,4.0,True,2,1.3996061370125972,larger,,0.03722957003628835
1,7,2.0,study,toiletpaper01a,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,6.0,2.0,4.0,True,1,0.9073197639663704,smaller,,5.98623007099377
1,7,3.0,study,spraybottle01,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,12.0,2.0,5.0,True,1,1.2123367430176586,smaller,,11.986222325998824
1,7,4.0,study,trafficlight,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,19.0,2.0,5.0,True,2,1.1151468210155144,larger,,18.986521518032532
1,7,5.0,study,television,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,26.0,2.0,4.0,True,2,1.538461444026325,larger,,25.986232315015513
1,7,6.0,study,pepper04a,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,32.0,2.0,6.0,True,1,1.5835551680065691,smaller,,31.98632622102741
1,7,7.0,study,bison,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,40.0,2.0,7.0,True,2,1.028107674967032,larger,,39.98661131900735
1,7,8.0,study,toothpastetube,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,49.0,2.0,4.0,True,1,0.8675575359957293,smaller,,48.98664532601833
1,7,9.0,study,papertowel,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,55.0,2.0,5.0,True,1,1.4538643939886242,smaller,,54.986569347034674
1,7,10.0,study,saintbernard,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,62.0,2.0,4.0,True,2,0.8935009880224243,larger,,61.986782955005765
1,7,11.0,study,apple07,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,68.0,2.0,6.0,True,1,0.9193775979802012,smaller,,67.98664108203957
1,7,12.0,study,lip,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,76.0,2.0,5.0,True,1,0.9858018369995989,smaller,,75.98671897803433
1,7,13.0,study,centurionhelmet,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,83.0,2.0,7.0,True,2,1.1821241190191358,larger,,82.98667377402307
1,7,14.0,study,aircompressor,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,92.0,2.0,6.0,True,2,1.5984743059962057,larger,,91.98657763301162
1,7,15.0,study,compactpowder,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,100.0,2.0,4.0,True,1,0.9577443139860407,smaller,,99.98582433100091
1,7,16.0,study,cellphone,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,106.0,2.0,4.0,True,1,0.7878465140238404,smaller,,105.9867872140021
1,7,17.0,study,interlockingbuildingblock03b,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,112.0,2.0,4.0,True,1,0.7950308069703169,smaller,,111.98662224400323
1,7,18.0,study,threeholepunch03,old,1.0,45.0,2.0,1.4142135623730951,1.414213562373095,118.0,2.0,4.0,True,1,0.9581396729918197,smaller,,117.98571837099735
1,7,19.0,study,metalscissors,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,124.0,2.0,5.0,True,1,0.9217155890073627,smaller,,123.98673520702869
1,7,20.0,study,aceofdiamond,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,131.0,2.0,4.0,True,1,0.7490675639710389,smaller,,130.98673883802257
1,7,21.0,study,shoppingcart,old,2.0,135.0,2.0,1.4142135623730951,-1.414213562373095,137.0,2.0,4.0,True,2,1.602878176025115,larger,,136.98668008000823
1,7,22.0,study,frisbee,old,4.0,-45.0,2.0,-1.414213562373095,1.4142135623730951,143.0,2.0,4.0,True,3,1.1872737929807045,unrecognizable,,142.98668090900173
1,7,23.0,study,flyswatter,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,149.0,2.0,4.0,True,1,1.2357773410039954,smaller,,148.9868495099945
1,7,24.0,study,cheetah,old,3.0,-135.0,2.0,-1.4142135623730954,-1.414213562373095,155.0,2.0,5.0,True,2,1.1678406390128657,larger,,154.98778340400895
